Mega Category (Taxonomy),Level 1 (Taxonomy),Level 2 (Taxonomy),Level 3 (Taxonomy),Supplier Name,Spend
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,668.69
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,2368
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,158.67
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,748
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,306.98
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,87.79
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,38.18
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,25.27
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,2510
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,700
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,1715.03
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,23339.75
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,1053.8400000000001
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,20.99
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,540
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,71.52
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,5.97
Technology,IT software,Software as a service,Application Software,supplier_4377,2500
Research,Research equipment,General research equipment,General research equipment purchase,supplier_4378,590.9
Research,Research equipment,General research equipment,General research equipment purchase,supplier_4378,1312
Research,Research equipment,General research equipment,General research equipment purchase,supplier_4378,22740
Research,Research equipment,General research equipment,General research equipment purchase,supplier_4378,239.55
Research,Research equipment,General research equipment,General research equipment purchase,supplier_4378,18.55
Research,Research equipment,General research equipment,General research equipment purchase,supplier_4378,236.6
Research,Research equipment,General research equipment,General research equipment purchase,supplier_4378,1133.13
Research,Research services,Affiliates,Universities & educational institutions,supplier_4379,445
Research,Research services,Affiliates,Universities & educational institutions,supplier_4379,29930.84
Business services,Human resources,Human resources,Uncategorised,supplier_4380,280
Business services,Human resources,Training expenses,Conference fees,supplier_4380,33.23
Business services,Human resources,Training expenses,Conference fees,supplier_4380,2075
Business services,Office consumables,Office supplies,Other office & workplace supplies,supplier_4380,1997.47
Business services,Office consumables,Office supplies,Staff kitchen supplies,supplier_4380,554
Business services,Office consumables,Office supplies,Staff kitchen supplies,supplier_4380,49.73
Business services,Office consumables,Office supplies,Staff kitchen supplies,supplier_4380,720.91
Business services,Office consumables,Office supplies,Staff kitchen supplies,supplier_4380,45.31
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4380,707.4
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4380,8.7
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4380,1568.51
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4380,2807.06
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4380,101.14
Technology,IT software,Software as a service,Application Software,supplier_4380,3770.17
Technology,IT software,Software as a service,Application Software,supplier_4380,136.1
Business services,Marketing,Donations & sponsorship,Sponsorships,supplier_4381,9580
Teaching,Teaching services,Teaching services,Student refunds,supplier_4382,0.01
Business services,Professional services,Finance,Bank fees & charges,supplier_4384,44.55
Business services,Professional services,Subscription & membership,Subscriptions to professional organisations,supplier_4384,141.46999999999997
Business services,Professional services,Subscription & membership,Subscriptions to professional organisations,supplier_4384,44.25
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4385,32.89
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4385,4.6
Business services,Professional services,Finance,Bank fees & charges,supplier_4386,55.739999999999995
Capital projects,Consultant services,Design & planning,Building permits,supplier_4386,-525.29
Property,Property management,Real estate,Real estate & property management,supplier_4386,71.05
Property,Property management,Real estate,Real estate & property management,supplier_4386,2313.07
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4386,7.09
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4386,155.49
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4386,52.57
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4386,78.38
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4386,27.55
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4386,287.92
Research,Research services,Affiliates,Research services,supplier_4386,150.38
Business services,Marketing,Events,Venue hire,supplier_4387,519.99
Business services,Professional services,Consulting,Other consulting services,supplier_4387,36.33
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4387,18.8
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4387,-26.47
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4387,5.94
Business services,Professional services,Consulting,Other consulting services,supplier_4388,132.39
Business services,Professional services,Consulting,Other consulting services,supplier_4388,3821.61
Research,Research services,Affiliates,Research services,supplier_4388,1517.72
Research,Research services,Affiliates,Research services,supplier_4388,18000
Business services,Professional services,Consulting,Other consulting services,supplier_4389,41.74
Research,Research services,Affiliates,Research services,supplier_4389,148.86
Business services,Professional services,Consulting,Administrative & support services,supplier_4390,51.809999999999995
Business services,Professional services,Consulting,Other consulting services,supplier_4390,556.36
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4390,150
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4390,84.55
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4390,202.77
Research,Research consumables,Animal,Animal services,supplier_4390,364.69
Business services,Marketing,Events,Venue hire,supplier_4391,93.73
Business services,Marketing,Events,Venue hire,supplier_4391,421.78
Business services,Marketing,Events,Venue hire,supplier_4391,230.25
Business services,Professional services,Consulting,Other consulting services,supplier_4391,116.01
Property,Property management,Real estate,Real estate & property management,supplier_4391,2500
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4391,86.92
Research,Research consumables,Animal,Animal services,supplier_4391,54
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4391,827.1300000000001
Research,Research services,Affiliates,Research services,supplier_4391,700
Research,Research services,Affiliates,Research services,supplier_4391,3587
Research,Research services,Affiliates,Research services,supplier_4391,3400
Research,Research services,Affiliates,Research services,supplier_4391,181.82
Teaching,Student services,Student placements,Scholarships,supplier_4391,6.55
Business services,Human resources,Recruitment,IT Contract Labour,supplier_4392,3237.1000000000004
Business services,Professional services,Consulting,Other consulting services,supplier_4392,1049
Business services,Professional services,Consulting,Other consulting services,supplier_4392,52.23
Research,Research services,Affiliates,Research services,supplier_4392,3.72
Business services,Office consumables,Staff supplies,Catering services & supplies,supplier_4393,36.77
Business services,Office consumables,Staff supplies,Catering services & supplies,supplier_4393,1022.77
Business services,Office consumables,Staff supplies,Catering services & supplies,supplier_4393,44.62
Capital projects,Furniture & fittings,Fit out & fittings,Office fit out,supplier_4394,219.65
